"","x"
"203",0.425790045922295
"204",0.501923945628737
"205",0.365504235412784
"206",0.387200868366804
"207",0.488249555914301
"208",0.404191564561342
"209",0.323124632895795
"210",0.391311112049564
"211",0.465338476994941
"212",0.237989656398541
"213",0.339307413930803
"214",0.395092697048132
"215",0.368552182457429
"216",0.373924855126492
"217",0.344592641824844
"218",0.389310444457428
"219",0.398555895793251
"220",0.396534283576641
"221",0.405122979285778
"222",0.629159253750237
"223",0.426917103634134
"224",0.504534640292849
"225",0.530737717915771
"226",0.441417850676263
"227",0.359986136146852
"228",0.520430071091559
"229",0.250771342754124
"230",0.563925222300145
"231",0.415995965271932
"232",0.350710068269778
"233",0.321759210755183
"234",0.371475108698814
"235",0.499504995748187
"236",0.401321820324617
"237",0.450845407773509
"238",0.34215908663227
"239",0.441178518671785
"240",0.358990532176378
"241",0.258466208163657
"242",0.313775072703838
"243",0.387375248904041
"244",0.484937057836967
"245",0.435535601651686
"246",0.354958027343759
"247",0.498774389152598
"248",0.326349054883474
"249",0.322130942555871
"250",0.403709282279015
"251",0.382689867373109
"252",0.410507308986685
"253",0.420396031074979
"254",0.498281855675667
"255",0.453920619512651
"256",0.461367381879988
"257",0.401318827263592
"258",0.447085836218695
"259",0.288977453792056
"260",0.32964914441007
"261",0.277508618564722
"262",0.311624179502853
"263",0.511009442631966
"264",0.315579227993974
"265",0.304790218480631
"266",0.471998083457359
"267",0.382969296148269
"268",0.503035488170094
"269",0.427913105113512
"270",0.415625810526723
"271",0.585048394486171
"272",0.632168844397797
"273",0.524497682184008
"274",0.420031956053909
"275",0.288399528756649
"276",0.225508762984914
"277",0.423584182419922
"278",0.477758982873325
"279",0.319228598451803
"280",0.452198873676419
"281",0.530212113664552
"282",0.387169388946647
"283",0.441995779180375
"284",0.336334883603953
"285",0.451128121165986
"286",0.452243955637791
"287",0.404649855536787
"288",0.371696582170794
"289",0.45698520892511
"290",0.260439227121265
"291",0.335520220427587
"292",0.230476409691629
"293",0.368565300881811
"294",0.339443639586283
"295",0.355655039873187
"296",0.338709306234882
"297",0.279705306220776
"298",0.33711287823433
"299",0.357167424771807
"300",0.343696832524943
"301",0.381536508192085
"302",0.261506184503245
"303",0.288646016488715
"304",0.480141551457473
"305",0.423050426872201
"306",0.579901316564046
"307",0.283858290160209
"308",0.327867500033381
"309",0.483681746996399
"310",0.604994425648652
"311",0.374613259996612
"312",0.424218214857303
"313",0.331501207698842
"314",0.453873194317114
"315",0.377809129840844
"316",0.379936830151591
"317",0.430542613601357
"318",0.314188110572496
"319",0.445051507725489
"320",0.342957046359642
"321",0.460007506296578
"322",0.151168897088021
"323",0.229699481678477
"324",0.233476371957528
"325",0.371335239606738
"326",0.458582315917083
"327",0.34767378829672
"328",0.435131619207272
"329",0.416272085403145
"330",0.384073811492246
"331",0.482626935176223
"332",0.381863119727841
"333",0.325605433417744
"334",0.334256585327096
"335",0.429475573993866
"336",0.482675864927078
"337",0.369393419710285
"338",0.417541171450829
"339",0.264892128718389
"340",0.449049549282064
"341",0.386797294863007
"342",0.384927391922936
"343",0.4295884759246
"344",0.635518628097096
"345",0.459400605346612
"346",0.45705515884584
"347",0.386227584456912
"348",0.436682317296575
"349",0.474893129108245
"350",0.249517908190302
"351",0.272938417501092
"352",0.456674115242851
"353",0.491572436448312
"354",0.481503614974627
"355",0.379951412391338
"356",0.393090941328834
"357",0.416144981533446
"358",0.310129650650002
"359",0.288571723065037
"360",0.514997172997297
"361",0.577034526533858
"362",0.437652098367312
"363",0.388960851737186
"364",0.443183650047575
"365",0.375144475174763
"366",0.416828242959948
"367",0.31622768304079
"368",0.671239178038394
"369",0.389425354497924
"370",0.492380061089377
"371",0.499518934894661
"372",0.447907839843491
"373",0.40071376160853
"374",0.561294348697257
"375",0.508396102802579
"376",0.437200519891063
"377",0.212310779778741
"378",0.674315516226959
"379",0.364637850413682
"380",0.416588734773714
"381",0.359034200441152
"382",0.293951332235266
"383",0.405685730606253
"384",0.368550040579501
"385",0.373355649861188
"386",0.422164107387867
"387",0.402483292193852
"388",0.508700723937319
"389",0.201871033276602
"390",0.426864527148489
"391",0.480838870065918
"392",0.274020461168966
"393",0.520850563566892
"394",0.193241276916341
"395",0.514385817241122
"396",0.383306998649758
"397",0.574494997875443
"398",0.558067644722615
"399",0.330998125995836
"400",0.462852558213312
"401",0.313193864840159
"402",0.37012567287093
"403",0.318045828221642
"404",0.379083404273272
"405",0.477379331280787
"406",0.339131819405508
"407",0.458275676402174
"408",0.474427726715729
"409",0.547315281243339
"410",0.534390165394438
"411",0.349003866398009
"412",0.377042249912596
"413",0.285296504176673
"414",0.356843944939344
"415",0.409512436385987
"416",0.338625153782584
"417",0.365851658834616
"418",0.592212459108292
"419",0.475407790195679
"420",0.243851138533638
"421",0.404484909830409
"422",0.473701725567703
"423",0.368520079571785
"424",0.222991822081046
"425",0.308420923186586
"426",0.3133932344112
"427",0.596979629961478
"428",0.30626797424608
"429",0.431177915258326
"430",0.517903093317947
"431",0.316100888903138
"432",0.280332499383601
"433",0.411598308869221
"434",0.287967088195771
"435",0.258670383438436
"436",0.270340056904665
"437",0.444147939781346
"438",0.54950291455929
"439",0.47762049128723
"440",0.533261905855622
"441",0.505618041993753
"442",0.468555636145255
"443",0.342680844420336
"444",0.396122763279724
"445",0.266655321667359
"446",0.399958061760164
"447",0.301648663222757
"448",0.404769329708891
"449",0.516840101121706
"450",0.411279034999908
"451",0.30908871580052
"452",0.412851200007577
"453",0.238637513954162
"454",0.508028086862774
"455",0.487380234987736
"456",0.360348680006824
"457",0.400296829696826
"458",0.428254532716136
"459",0.200692496187831
"460",0.335683202641644
"461",0.279531124966802
"462",0.361515733831569
"463",0.382446725913435
"464",0.530235087422513
"465",0.326576354653146
"466",0.449262435261576
"467",0.462224422336639
"468",0.308203599665897
"469",0.51497619402326
"470",0.618184459371477
"471",0.273599115294393
"472",0.448909638289981
"473",0.400587415433165
"474",0.629495922174599
"475",0.39820140622291
"476",0.357296168984811
"477",0.427405818227021
"478",0.408935795914549
"479",0.469829353845498
"480",0.429650968757576
"481",0.448662505854826
"482",0.275880660754511
"483",0.505781569771905
"484",0.316400849136879
"485",0.471105380881318
"486",0.423502053381246
"487",0.383544781786564
"488",0.576052161141315
"489",0.416480587622754
"490",0.339243167617408
"491",0.479381655360757
"492",0.374930661342759
"493",0.609469329248989
"494",0.523288070611552
"495",0.471004768551929
"496",0.281556708725394
"497",0.34120576046351
"498",0.323437970546887
"499",0.366538268653868
"500",0.562425677324362
"501",0.441375873581186
"502",0.303933368605443
"503",0.345969468001933
"504",0.28237454388804
"505",0.503890993451719
"506",0.27765861446747
"507",0.248159050946306
"508",0.321932572214563
"509",0.330438126664187
"510",0.608923828730367
"511",0.342125029850283
"512",0.380986531090704
"513",0.371390987525094
"514",0.528720051895493
"515",0.265285884886168
"516",0.387200184075008
"517",0.469710869916313
"518",0.451112062913346
"519",0.670585105269798
"520",0.487178590394234
"521",0.41328210187635
"522",0.357463396793717
"523",0.547921504817918
"524",0.348258903479286
"525",0.510536462204171
"526",0.305343143832943
"527",0.570400691201456
"528",0.402524292292161
"529",0.32532000203888
"530",0.456064661332616
"531",0.388979244149191
"532",0.316389277435099
"533",0.506162482045679
"534",0.400081091426544
"535",0.358947026116065
"536",0.340730727973729
"537",0.329289060194615
"538",0.36939864746652
"539",0.420648593710807
"540",0.356733178726876
"541",0.319440507417022
"542",0.344721246446432
"543",0.50529320206918
"544",0.337048581382888
"545",0.425498680672214
"546",0.362467859323818
"547",0.531086860023176
"548",0.380800766677124
"549",0.26315356887521
"550",0.40952077498388
"551",0.499230858952434
"552",0.293034393756785
"553",0.479039123572992
"554",0.382040470503557
"555",0.354094111004691
"556",0.174506249839823
"557",0.42552762915135
"558",0.58348920180363
"559",0.309155643947563
"560",0.421577132220103
"561",0.238791756761318
"562",0.318147171038001
"563",0.329018651719018
"564",0.293759872831231
"565",0.377760782888689
"566",0.442927628462544
"567",0.493526715027896
"568",0.591553142971806
"569",0.273152955690976
"570",0.375779108650788
"571",0.461198351944095
"572",0.40219968731945
"573",0.432020949525257
"574",0.238969784841404
"575",0.224689234906625
"576",0.300211039944466
"577",0.383715491497434
"578",0.443596723616534
"579",0.305714891733064
"580",0.264643300264658
"581",0.376062639221327
"582",0.458152659114562
"583",0.491107436166809
"584",0.415804866933851
"585",0.325858622725054
"586",0.553502466857972
"587",0.362192840682198
"588",0.324888423593174
"589",0.374843229535395
"590",0.518854572709716
"591",0.422548749553449
"592",0.463879284176517
"593",0.359708990409145
"594",0.387371570502376
"595",0.319567996458774
"596",0.402113443088876
"597",0.273568699746583
"598",0.251076341198095
"599",0.286496942094134
"600",0.459086686787563
"601",0.32805831282406
"602",0.326227037070612
"603",0.250189686382111
"604",0.37274820215887
"605",0.439203814634361
"606",0.6158711072725
"607",0.515620569455691
"608",0.272690143280667
"609",0.342414209888668
"610",0.346414545880008
"611",0.403266724171052
"612",0.293801430990078
"613",0.36670362977721
"614",0.490871205797252
"615",0.644182693297978
"616",0.353135494008276
"617",0.372915297131345
"618",0.180072144372495
"619",0.542495802741276
"620",0.271892835597161
"621",0.338896374155317
"622",0.36021957792688
"623",0.511458882025822
"624",0.383866279949596
"625",0.360329987023015
"626",0.198768627297889
"627",0.419590917999723
"628",0.413250086570985
"629",0.189853287912226
"630",0.431904740358713
"631",0.44243129374586
"632",0.426437118344242
"633",0.266653113376033
"634",0.374364099924676
"635",0.450575577185229
"636",0.45646649971921
"637",0.36315457894462
"638",0.428481227747217
"639",0.400946297888737
"640",0.475718000426497
"641",0.356161577518574
"642",0.344919770151218
"643",0.367922710358022
"644",0.463581391473163
"645",0.335517816207281
"646",0.277286268469998
"647",0.475734178454793
"648",0.49997715031123
"649",0.370148576909414
"650",0.461825761954604
"651",0.406570675209587
"652",0.344092234967918
"653",0.337474458777547
"654",0.362341533570654
"655",0.604760246557115
"656",0.310051358766756
"657",0.444069772945275
"658",0.340032128502911
"659",0.568262617873399
"660",0.349155704943664
"661",0.551905684938055
"662",0.450554506465166
"663",0.416057642198216
"664",0.286739005521269
"665",0.429509575091835
"666",0.44477607741574
"667",0.47559469310028
"668",0.240923142439628
"669",0.311186059484695
"670",0.432148728114314
"671",0.280960737431969
"672",0.427531293784796
"673",0.408962378875669
"674",0.431656475534444
"675",0.222501046063484
"676",0.431956272115349
"677",0.288565619243544
"678",0.268413480267033
"679",0.273162094910973
"680",0.354618714130369
"681",0.345704843693653
"682",0.606077210230201
"683",0.411942180741824
"684",0.579611514837316
"685",0.45839628961182
"686",0.263397857205544
"687",0.341343865063179
"688",0.445926066665865
"689",0.252139456475907
"690",0.400399919963622
"691",0.450119478525978
"692",0.450227676927271
"693",0.555335713599789
"694",0.451595596985661
"695",0.491211912262818
"696",0.51387906777181
"697",0.494382379406202
"698",0.459774896553389
"699",0.240005346818685
"700",0.558495730558762
"701",0.380673842924212
"702",0.497733734184755
"703",0.449018851205239
"704",0.509549463696776
"705",0.461790401846201
"706",0.319245912303275
"707",0.44763327949533
"708",0.331876040763733
"709",0.448827831534323
"710",0.603615514241483
"711",0.211512973762775
"712",0.401503202492641
"713",0.456311318768385
"714",0.398851754320787
"715",0.404478294905272
"716",0.502527347630849
"717",0.369722424283227
"718",0.510119041548553
"719",0.595473841509932
"720",0.263211992592949
"721",0.390954673332887
"722",0.305452233728492
"723",0.307715881161346
"724",0.251907241096732
"725",0.477858340100697
"726",0.275957187828041
"727",0.455195207479111
"728",0.30915469672116
"729",0.30798172707223
"730",0.259508153295235
"731",0.30478455015054
"732",0.55393028763158
"733",0.52174632433973
"734",0.537685805159743
"735",0.413395755644388
"736",0.234686189127991
"737",0.399278199359088
"738",0.492995391822601
"739",0.521584516005403
"740",0.449100697103535
"741",0.351416519180687
"742",0.453427925080406
"743",0.268290349012272
"744",0.286353242822637
"745",0.280816380394851
"746",0.581273665382131
"747",0.264380889451914
"748",0.379038029956557
"749",0.412905160244408
"750",0.38260390164016
"751",0.414855437778108
"752",0.33976678930435
"753",0.37074909108036
"754",0.410794825318954
"755",0.484460910945623
"756",0.469455585613159
"757",0.419222629188999
"758",0.463122909887353
"759",0.260447219052074
"760",0.299772893367088
"761",0.386558436348008
"762",0.487651567070483
"763",0.343401080173743
"764",0.430733518976438
"765",0.480600307154014
"766",0.296903158333022
"767",0.382481058100164
"768",0.327955422982711
"769",0.43954115062198
"770",0.203729928831937
"771",0.435622661779223
"772",0.42510529524184
"773",0.56844748581911
"774",0.486286238035533
"775",0.597364496263882
"776",0.359028440938727
"777",0.433081859338492
"778",0.383516539597992
"779",0.368292903525916
"780",0.348670751779845
"781",0.504234504041406
"782",0.528070620871992
"783",0.466166619090171
"784",0.323729250543761
"785",0.43047602993205
"786",0.47097300793712
"787",0.442127043901029
"788",0.541835473363118
"789",0.523029205539489
"790",0.63009540047597
"791",0.264945142318969
"792",0.212586635874532
"793",0.414611736907364
"794",0.428420569141839
"795",0.510779583064364
"796",0.317308030192128
"797",0.54986722159682
"798",0.590446979391958
"799",0.408523286633382
"800",0.320423899624275
"801",0.375297024965683
"802",0.390059645524683
"803",0.463174132610197
"804",0.33491153579887
"805",0.457498830980868
"806",0.40710296989379
"807",0.315005124637107
"808",0.396602561460413
"809",0.474739252677543
"810",0.38053874663289
"811",0.480171997052122
"812",0.384816436175686
"813",0.555585389050166
"814",0.490116818898724
"815",0.172421166455585
"816",0.504114554330381
"817",0.40015727299387
"818",0.363170017492637
"819",0.499801248157638
"820",0.341539222109909
"821",0.354983311328959
"822",0.414449959461309
"823",0.436335867342831
"824",0.38675320030217
"825",0.320403598392285
"826",0.254941700062757
"827",0.433634866467178
"828",0.425365028417638
"829",0.33338262540543
"830",0.530090343348676
"831",0.438705002997931
"832",0.676881705930639
"833",0.389530032775192
"834",0.327839355468875
"835",0.408165981677141
"836",0.390358570272396
"837",0.229170428202928
"838",0.300194647493285
"839",0.269506975600491
"840",0.272072813573699
"841",0.447475739230458
"842",0.290517091464219
"843",0.313349526509544
"844",0.614818652214122
"845",0.405302385551822
"846",0.605309828097683
"847",0.405364211817573
"848",0.381871557641288
"849",0.296838043046915
"850",0.439267628963915
"851",0.334221875595228
"852",0.352208010624877
"853",0.45329490603896
"854",0.349753409142984
"855",0.419618371284222
"856",0.348388042952515
"857",0.332506363534756
"858",0.460233672819559
"859",0.352073330185099
"860",0.33378240857436
"861",0.419774244114654
"862",0.363116832189913
"863",0.3311360676994
"864",0.554426528744469
"865",0.294060927446962
"866",0.414403752180729
"867",0.460370400677054
"868",0.378503146491705
"869",0.389110627572605
"870",0.479667883669418
"871",0.390451732264827
"872",0.319984320142361
"873",0.418523658009413
"874",0.515895934795268
"875",0.238649688471072
"876",0.393247748119051
"877",0.457150832900935
"878",0.342748613820266
"879",0.712006713199139
"880",0.349856505135746
"881",0.533411555045581
"882",0.416456926115926
"883",0.386881559023813
"884",0.255655931808726
"885",0.482674192909432
"886",0.398840223852245
"887",0.550298955984064
"888",0.450970191105771
"889",0.52620261569187
"890",0.215964474203894
"891",0.501282390731643
"892",0.524701569523281
"893",0.368216518782829
"894",0.395992208930428
"895",0.365746527809205
"896",0.1855745451422
"897",0.544834685091371
"898",0.446097435822386
"899",0.427369493336683
"900",0.318229330105932
"901",0.319859499752322
"902",0.31720114882384
"903",0.313687983979147
"904",0.265555908148582
"905",0.556336958277752
"906",0.373221739094059
"907",0.469294532235533
"908",0.600062252944503
"909",0.421746937820516
"910",0.388456114713966
"911",0.292173006180765
"912",0.234825999544819
"913",0.432167691097424
"914",0.249032972993275
"915",0.279373268589744
"916",0.436269094300453
"917",0.425986852506979
"918",0.397310425023187
"919",0.302119362430536
"920",0.5240682811388
"921",0.36073200454168
"922",0.36474918077061
"923",0.469519695802192
"924",0.401484934815484
"925",0.345491815833141
"926",0.368645905962627
"927",0.369105260290823
"928",0.233018643474994
"929",0.582754684583693
"930",0.55096999978202
"931",0.519003942941551
"932",0.470629381153082
"933",0.234903327373766
"934",0.470535760343985
"935",0.496130875577102
"936",0.341286765276727
"937",0.322910166082676
"938",0.253132633076113
"939",0.487307264915566
"940",0.338075344614086
"941",0.57292869153857
"942",0.485029943306029
"943",0.342084374443464
"944",0.33911616315763
"945",0.254064301819176
"946",0.419441085273159
"947",0.455066617522892
"948",0.346708605160469
"949",0.243572757894373
"950",0.375881659973501
"951",0.419258401693111
"952",0.488793890742009
"953",0.401649728571756
"954",0.315967065638305
"955",0.481935641700027
"956",0.460035199460103
"957",0.562769097475534
"958",0.291718995835278
"959",0.404265392016479
"960",0.33100728648358
"961",0.469351132976919
"962",0.378994103478181
"963",0.424953732320302
"964",0.204734672305397
"965",0.471685655229836
"966",0.36657208207019
"967",0.37840642706555
"968",0.491917230993
"969",0.256395113855315
"970",0.36993450816904
"971",0.291145818072922
"972",0.384473615626616
"973",0.36515734498106
"974",0.290486935782738
"975",0.305497634300978
"976",0.574680375401702
"977",0.421622555026847
"978",0.433689598699531
"979",0.461642487221962
"980",0.343281730175053
"981",0.372657990824765
"982",0.380065843972874
"983",0.474934432955811
"984",0.527339160634191
"985",0.504397912609881
"986",0.394490408209702
"987",0.316431806667733
"988",0.310512797962691
"989",0.266500757656822
"990",0.401629654171713
"991",0.517469906625576
"992",0.492748007772414
"993",0.339307703757658
"994",0.305771184868967
"995",0.439237850255846
"996",0.278222215810752
"997",0.520076925237345
"998",0.219166609809636
"999",0.241843191692305
"1000",0.465023245671622
"1001",0.529549365532041
"1002",0.399929330509211
"1003",0.239048790603377
"1004",0.455826179118563
"1005",0.457198425524682
"1006",0.594287179305415
"1007",0.349380091073808
"1008",0.276084001814886
"1009",0.545902718068118
"1010",0.460368755930705
"1011",0.330459709958357
"1012",0.307630885173178
"1013",0.431176822629563
"1014",0.534923036447079
"1015",0.529312306500965
"1016",0.474560920993362
"1017",0.602284131238118
"1018",0.37209227129769
"1019",0.588731045977435
"1020",0.29493738488284
"1021",0.461167565177109
"1022",0.450795562056161
"1023",0.370198566203675
"1024",0.426918463469166
"1025",0.573037419623962
"1026",0.377341044767494
"1027",0.390282632989761
"1028",0.386430683274743
"1029",0.285180068241437
"1030",0.2914230587938
"1031",0.358039750765836
"1032",0.481433396508546
"1033",0.447254223315566
"1034",0.370939772576485
"1035",0.533821073679697
"1036",0.384367536751875
"1037",0.496557586751703
"1038",0.355265201416551
"1039",0.511201681326049
"1040",0.346701165180885
"1041",0.522183749996677
"1042",0.431000508163804
"1043",0.249303260347218
"1044",0.452328279141819
"1045",0.335063135720808
"1046",0.313879763931205
"1047",0.246535709676949
"1048",0.277797244717542
"1049",0.443847793213901
"1050",0.570117870629141
"1051",0.424149237996177
"1052",0.206207160396353
"1053",0.407494993105771
"1054",0.427509443757356
"1055",0.405931744964018
"1056",0.531897325474554
"1057",0.517250254061613
"1058",0.360819193676964
"1059",0.350785458552848
"1060",0.347817178027492
"1061",0.416572234630172
"1062",0.4734852113429
"1063",0.452185011604653
"1064",0.576963701988617
"1065",0.429775702328262
"1066",0.371723010190617
"1067",0.357913219623822
"1068",0.447634914462733
"1069",0.379308670854979
"1070",0.281145576941665
"1071",0.316421366840333
"1072",0.260517786761317
"1073",0.494379693318723
"1074",0.508344431491459
"1075",0.424114571378431
"1076",0.280604088697807
"1077",0.367547993809176
"1078",0.556091391844479
"1079",0.475693187911507
"1080",0.350917810092823
"1081",0.530678758885287
"1082",0.251727145105376
"1083",0.435597810470583
"1084",0.314473527437031
"1085",0.300440716508571
"1086",0.281095582825449
"1087",0.483938054931244
"1088",0.452852439410196
"1089",0.339803964402724
"1090",0.477277951453279
"1091",0.373532450800292
"1092",0.223384585510049
"1093",0.535470758291605
"1094",0.363930830412866
"1095",0.417280193872593
"1096",0.516159027697366
"1097",0.38996858648566
"1098",0.441631516624172
"1099",0.477330559634887
"1100",0.31035347597534
"1101",0.475812770663372
"1102",0.397728627609632
"1103",0.426914505719443
"1104",0.613732590510125
"1105",0.611847391566696
"1106",0.387692862583771
"1107",0.514090008207017
"1108",0.413820374851778
"1109",0.4002579938185
"1110",0.408182414298929
"1111",0.183277283917125
"1112",0.405180182694012
"1113",0.366330884707954
"1114",0.456015567602149
"1115",0.261915023523755
"1116",0.382591974687527
"1117",0.388571798992866
"1118",0.248000796568402
"1119",0.293455227845907
"1120",0.340841042885205
"1121",0.287735947811424
"1122",0.368044140263053
"1123",0.493702257784107
"1124",0.39894302175369
"1125",0.345234743376238
"1126",0.50623521291885
"1127",0.558189157555975
"1128",0.375302682404452
"1129",0.335127750544102
"1130",0.450685271719537
"1131",0.48480735213032
"1132",0.296386633880707
"1133",0.248368419189239
"1134",0.442772241235553
"1135",0.548988012383424
"1136",0.436910558085317
"1137",0.400590034338597
"1138",0.253328250249372
"1139",0.343598538007342
"1140",0.55557418569406
"1141",0.22087522236803
"1142",0.452631922225142
"1143",0.512771510686526
"1144",0.471720775998741
"1145",0.485862340910857
"1146",0.358301617259186
"1147",0.40345312529652
"1148",0.562117942976089
"1149",0.351639446495376
"1150",0.375737439586459
"1151",0.234098200558957
"1152",0.438155794272338
"1153",0.414547715241069
"1154",0.351090788424588
"1155",0.352780605410989
"1156",0.468084138772215
"1157",0.269032009001802
"1158",0.580548236346539
"1159",0.315144965494411
"1160",0.325865318168419
"1161",0.565311604903647
"1162",0.286665559074942
"1163",0.476367284300575
"1164",0.370502908274173
"1165",0.297943569120337
"1166",0.444399579551756
"1167",0.356897555155872
"1168",0.306742511142589
"1169",0.391047517084333
"1170",0.517538104413293
"1171",0.469239931099864
"1172",0.262231273711977
"1173",0.352930438735805
"1174",0.389934966755845
"1175",0.363277840198129
"1176",0.403338636409342
"1177",0.591581251864485
"1178",0.353834289760248
"1179",0.547191245177232
"1180",0.313783484763133
"1181",0.404818287031035
"1182",0.307552443318602
"1183",0.580631305634965
"1184",0.369820918613189
"1185",0.500485468148518
"1186",0.343492427212874
"1187",0.486471379454432
"1188",0.376593894826623
"1189",0.275555575518296
"1190",0.29924712488614
"1191",0.530835611134743
"1192",0.314410031664781
"1193",0.590599279108856
"1194",0.283255976329189
"1195",0.209760187840397
"1196",0.256823762453122
"1197",0.385272292605933
"1198",0.433059312351199
"1199",0.416733210815502
"1200",0.281880528963691
"1201",0.367533473056
"1202",0.256588591877832
"1203",0.362699703173857
"1204",0.603611900769153
"1205",0.388518105167059
"1206",0.468150224275127
"1207",0.518955116634475
"1208",0.639186052831599
"1209",0.338870612193436
"1210",0.500670135158044
"1211",0.435195825250724
"1212",0.420959012020831
"1213",0.485920620361039
"1214",0.457862460686394
"1215",0.292484302611446
"1216",0.221408196850415
"1217",0.445969980154629
"1218",0.380166663706006
"1219",0.555390919401416
"1220",0.49598697380451
"1221",0.374568520611168
"1222",0.319532572983791
"1223",0.318542728957946
"1224",0.341538090737353
"1225",0.35845557252959
"1226",0.312024459889079
"1227",0.497709921607649
"1228",0.25598382801957
"1229",0.329758720092294
"1230",0.396463333219203
"1231",0.458899731305932
"1232",0.526736696562937
"1233",0.402190975894267
"1234",0.452226178725727
"1235",0.328725994078645
"1236",0.355432425768854
"1237",0.597033446096531
"1238",0.340501491522597
"1239",0.347926027821779
"1240",0.335013939233906
"1241",0.346125057214274
"1242",0.602534018537393
"1243",0.490912564769994
"1244",0.125782098293963
"1245",0.39708405042967
"1246",0.224490830006176
"1247",0.377794305112402
"1248",0.437759613365803
"1249",0.308220207850612
